fa_0000|۱۴ م ژوئن است.
fa_1358|آیا هیچ بند شلواری دارید ؟
fa_1359|به ساعتش اشاره می‌کند هر سه نفر خارج میشوند .
fa_1360|آیا هیچ تخفیف کرایه برای سفرهای متعدد وجود دارد ؟
fa_1361|زیرا خیلی چیزها هست که دلالت بر ایجاب و ممکن بودن آن‌ها دارد
fa_1362|آیا هیچ جریان‌های زیر آب وجود دارد ؟
fa_1363|آیا هیچ تخفیفی برای کودکان وجود دارد ؟
fa_1364|آیا هیچ چیزی ارزانتر دارید ؟
fa_1365|آیا هیچ جوراب نخی دارید ؟
fa_1366|آیا هیچ سفره کتانی دارید ؟
fa_1367|زیرا ما با جمع‌آوری اطلاعات شخصی و استفاده از آن‌ها در سطحی که قابل تصور نیست موافقت کرده‌ایم
fa_1368|من نوشیدنی ام را بدون یخ سفارش دادم .
fa_1369|آیا هیچ غذایی شامل می‌شود ؟
fa_1370|به سلامتی نوشابه که خانواده داره و خیلی‌ها همینش هم ندارن
fa_1371|آیا هیچ مشکلی وجود دارد ؟
fa_1372|ژاپن
fa_1373|بهش بگو هیچکس نمی‌تونه
fa_1374|ژله
fa_1375|آیا وسیله نقلیه بیمه بود ؟
fa_1376|آیا یکی با کیفیت بهتر دارید ؟
fa_1377|سئول
fa_1378|ژیرید
fa_1379|به شوهرجان گفتم ، سال بعد تحت هیچ شرایطی قبول نمیکنم
fa_1380|به صندوق پستم دست نزن
fa_1381|به صورت ازاده چقدر هم مقنعه بهت میاد
fa_1382|سادگی استفاده برای او اصلا مهم نیست .
fa_1383|من هنوزم بهت فکر میکنم
fa_1384|به صورت پیش‌گزیده از میزکار گنوم بهره می‌برد
fa_1385|ساره در بسیاری جاها جواب ندارد بدهد ، چون طوری بزرگ شده که فکر نمی‌کرده جامعه این‌طور باشد
fa_1386|سازمان‌هایی همچون سازمان ما که برای حقوق مصرف‌کنندگان مبارزه می‌کند
fa_1387|من هیچ وقت گلف دوست نداشتم .
fa_1388|آی کیف کردم که ایندفعه اون بود که حرص میخورد نه من
fa_1389|به عنوان معشوقه من .
fa_1390|به عنوان یک زن سفید پوست با گرایش غیر تراجنسی در ایالت متحده ، از خیلی جهات دارای امتیاز هستم
fa_1391|من واقعن تعجب میکنم وقتی میشنوم دختری ۲ میلیون خرج رنگ موهاش کرده
fa_1392|منو به خودت وابسته کردی
fa_1393|ساعت محلی نه و سی و چهار دقیقه بعد از ظهر است .
fa_1394|منو حالا نوازش کن ، که این فرصت نره از دست
fa_1395|من و مامان هر روز میریم بیرون میگردیم و خوش میگذرونیم
fa_1396|سال جدیدی شروع شده ، ‌
fa_1397|ابتدای کار خیلی با ترس اینکار را انجام می‌دادم ولی کم کم بر ترس غلبه پیدا کردم ،
fa_1398|سال چندمی هستی ؟
fa_1399|ابوالقاسم
fa_1400|من یک پاکت سیگار می‌خواهم .
fa_1401|اپرا وینفری
fa_1402|ساندویچ دارید ؟
fa_1403|» اپل مشغول کار کردن روی آن است
fa_1404|به من چه نذر حلیم دارید ، نمیتونید نکنید ( تو دلم گفتم )
fa_1405|اتاق پرو دارید ؟
fa_1406|اتاق پرو کجاست ؟
fa_1407|به منظور جوابگویی سوالات فرزند شما ، همچون یک دوست پاسخ می‌داد
fa_1408|من یک دسته گل رز قرمز می‌خواهم .
fa_1409|سپاسگزاری کرد
fa_1410|من یک دیکشنری مقدونی - اوکراینی لازم دارم .
fa_1411|اتاق کثیف است .
fa_1412|من یک سگ و دو گربه دارم .
fa_1413|به نظرم این مجسمه ر از روی مراقبای امتحان در ایران باستان ساختن
fa_1414|اتفاقات تلخ پارسال تکرار نشه و پاییز خوبی باشه برام
fa_1415|ستاره کلاسش شد بطوریکه همه او را صاحب مدادهای ذخیره می‌شناختند و همیشه از او کمک می‌گرفتند
fa_1416|من یک قبض برداشت می‌خواهم .
fa_1417|اتفاق دیگری که نشانه‌ای از پیشرفت والیبال بانوان می‌دهد ، لژیونر شدن سه ملی پوش ایرانی است
fa_1418|من یک قوطی آسپرین می‌خواهم .
fa_1419|اتفاق غریبی رخ داد
fa_1420|من یک کتاب مصور برای بچه پنج ساله می‌خواهم .
fa_1421|من یک لیوان شراب قرمز می‌خورم ، لطفا .
fa_1422|به نوارهایی از نورهای رنگی در آسمان شب شفق قطبی می‌گویند
fa_1423|به هر حال ممنونیم از قرص‌ها ، بخصوص آنتی‌بیوتیک‌ها
fa_1424|من یک هکرم ، و این بیانیه من است .
fa_1425|سر راه هم یاد بگیر مثه یه سگ واقعی واق واق کنی
fa_1426|من یکی از لنزهایم را گم کرده‌ام .
fa_1427|اجازه بدهید شما را به دیوید معرفی کنم .
fa_1428|اجازه دارم به شما یک نوشیدنی تعارف کنم ؟
fa_1429|به هیچ کس هیچ کس
fa_1430|اجاق گاز چطور کار می‌کند ؟
fa_1431|مهمتر اینکه غم و ناراحتی‌های پاییز گذشته رو هم پاک کرد .
fa_1432|احتکار به معنی عدم فروش محصول به منظور بالا رفتن قیمت آن است
fa_1433|سر یخچال که بودم گفت دستتو می‌شکنم اگه دست به کیک بزنی .
fa_1434|سریعتر بارگذاری می‌شوند
fa_1435|موثر بودن فرهنگ شرم را ببینید که تا کجاست
fa_1436|موثرتر ، خلاق‌ ، کمک دهنده ، شاد و سالم هستیم
fa_1437|موج فزاینده‌ای از ناشکیبایی
fa_1438|احساس افسردگی می‌کنم .
fa_1439|سعی کردم با دود اون از لونه ش بکشونم بیرون
fa_1440|احساس میکنم تو سال ۹۷ اتفاقات جدید و خوبی میتونه برام رقم بخوره
fa_1441|احسان‌الله
fa_1442|بوی گل‌ها هم حس خوبی بهم داد
fa_1443|سغ برداشت
fa_1444|بیا این ساندویچ کاهو را باهم تقسیم کنیم .
fa_1445|اخبار پزشکی ، کتاب و فیلم‌های جراحی
fa_1446|موقع خورد غذا ، آب دهانم از بزاقم به بیرون ترشح نمی‌کرد
fa_1447|سکان هجده درجه به سمت جنوب بچرخونید
fa_1448|اختلاف فوتبال ایران و اروپا در یک قاب
fa_1449|اختلاف نظر مسوولان بهبهان برای اعلام وضعیت قرمز
fa_1450|اخلاص
fa_1451|بیا دنبال توت و قارچ بگردیم .
fa_1452|اخه اونجا جنگ بود اینجا زندگی .
fa_1453|سلام ، حالت چطوره ؟
fa_1454|اخیرا نامه سرگشاده‌ای به هیات مدیره اپل نوشتند
fa_1455|میای بریم پارک ؟
fa_1456|بیایید اسلوونیایی صحبت کنیم .
fa_1457|میبرم می‌گردونمش ، جاشو تمیز می‌کنم
fa_1458|ادم صبونه کوفت بخوره بهتره
fa_1459|می‌پرد توی حرف موش چرا دروغ میگی ؟
fa_1460|سم اسمیت اولین فرد همجنسگرا نبود که برنده‌ی جایزه‌ی اسکار شد
fa_1461|ادینبرا یا ادینبورگ در اسکاتلند دومین شهر گردشگری بریتانیای کبیر
fa_1462|سمبولیست‌ها مانیفست خودشان را در سال ۱۸۸۶ منتشر کردند
fa_1463|می‌توان آن را برای هر کرنل دیگری با ساختار پازیکس قابل استفاده کرد .
fa_1464|سمبولیسم در فرانسه با کتاب معروف گل‌های شر
fa_1465|اذیت‌و‌آزار و تبعیض بطور تکان‌دهنده‌ای یک بخش مشترک از واقعیت زندگی بسیاری از مردم هستند
fa_1466|می‌توان با قطعیت گفت که نام این سیستم‌عامل « گنو » است
fa_1467|می‌توان روش خود را به سبد سهامی سبزتر هدایت کرد ، اما نه به جهانی سبزتر
fa_1468|می‌توانستم سوالم را بنویسم و او می‌توانست جواب دهد که معنی‌اش این می‌شود
fa_1469|ارتباط بین واکسن و اوتیسم و یا ارتباط بین سیل و هارپ
fa_1470|می‌توانم اینجا فکس بفرستم ؟
fa_1471|بیش از ۲۲ سال قبل ، من به وضوح به خاطر دارم که درون اتاق‌های شلوغ بیمارستان قدم می‌زدم
fa_1472|سه روز تموم دروغ می‌گفتن .
fa_1473|سه ساعت و چهل دقیقه و سی و پنج ثانیه و دو دهم ثانیه
fa_1474|سوئیس
fa_1475|بیشتر مردم بلگراد در صربستان از نژاد صرب هستند
fa_1476|سوار کردن چه موقع شروع می‌شود ؟
fa_1477|بیشترین مقدار در تاریخ بشریت
fa_1478|سوای وجود مقدار قابل‌توجه اطلاعات صحیح
fa_1479|می‌توانم تاریخ رزرو را تغییر دهم ؟
fa_1480|سوپ تان را چطور دوست دارید ؟
fa_1481|سوپ جو
fa_1482|سوپ دریایی ، لطفا .
fa_1483|سوپ قارچ دوست داری ؟
fa_1484|بیمارستان مخصوص بیماران مبتلا به کرونا
fa_1485|عجب ایده اغواگرانه‌ای !
fa_1486|بیماری‌های آلرژیک
fa_1487|بیماری‌های قلبی عروقی ، کلیوی ، سکته مغزی و اختلالات چشمی
fa_1488|ارکیا
fa_1489|اره اره ما اونو داشتیم
fa_1490|بیهوده نئی غمان بیهوده مخور
fa_1491|سیب قرمز است .
fa_1492|پاپ کجا زندگی می‌کنه ؟
fa_1493|سیخ آماده رو از یخچال میذاره رو منقل ، سه سوت کباب رو میزه
fa_1494|سیرالئون سابقه‌ای طولانی در تجارت برده به کشورهای استعمار طلب دارد
fa_1495|می‌توانم یک کابین رزرو کنم ؟
fa_1496|می‌توانی آهسته‌تر حرف بزنی ؟
fa_1497|پارلی کار جمع‌آوری ضایعات پلاستیکی از اقیانوس را دارد
fa_1498|سیستم‌های سرمایه محور مبتنی بر بازار آزاد عیوب فراوانی دارند
fa_1499|از آن لحظه در محیط کارم ، احساس می‌کنم کاملا تنها ، باخته و بدون پشتیبان هستم
fa_1500|پاسخ میدم : هر انچه از من بر می‌امد !
fa_1501|از ادای کسی را درآوردن یا تحقیر کسی گرفته تا مسخره کردن‌های طعنه آمیز
fa_1502|پاشیم بریم قند و شکر و روغنمون رو بگیریم تا تموم نشده
fa_1503|سی و پنج دلار پیشنهاد آخر من است !
fa_1504|سی و سه پل از جاذبه‌های دیدنی اصفهان است
fa_1505|از انجام یک بازی تک‌نفره بدون دسترسی به اینترنت منع می‌شوید
fa_1506|از انجام یک بازی تک‌نفره بدون دسترسی به اینترنت منع می‌شوید .
fa_1507|از انداختن حوله مرطوب به داخل سبد لباس ‌های چرک اجتناب کنید
fa_1508|از انگلیسی نوشتن و خواندن نترسید و قدم به قدم جلو بروید .
fa_1509|از او پرسیدم چگونه به اینجا رسیدی ؟
fa_1510|شارژ گوشی شما تمام می‌شود
fa_1511|پای چند تا زن دور و برشون باز کن اونوقت می‌بینی
fa_1512|شامل حق کمیسیون است .
fa_1513|پایین‌تر از یخ زدگی هست .
fa_1514|پجاه و چهار ، پنجاه و پنج ، پنجاه و شش .
fa_1515|پدر از تخت پایین می‌آید عصا را باز می‌کند
fa_1516|از این روش پیروی کردند
fa_1517|از این یک سایز بزرگ‌تر دارید ؟
fa_1518|از بانک وام بگیرن پول رو به خودروساز نقدى بدن و اقساط رو به بانک پرداخت کنن
fa_1519|پدر کف دو دستش را روی صورتش می‌گذارد
fa_1520|شاید خیلیاتونم شکستشو تجربه کردین واومدین اینجا که یه جورایی اروم بشین
fa_1521|پدرم باید تبدیل به این ایده آل ناممکن می‌شد
fa_1522|می‌توانید کتاب فروشی دست دوم رو به من نشان دهید ؟
fa_1523|پدرم هیچ وقت برنده نشد
fa_1524|از پیرتیوب برای انتشار ویدئوها استفاده می‌کنم
fa_1525|از تب یونجه رنج می‌برم .
fa_1526|شاید سالها بود پامو نذاشته بودم شیرینی فروشی
fa_1527|پدیداورندهٔ آن ، حق گذاشتن هرنام دل‌خواهی را روی نرم‌افزارش دارد
fa_1528|پدیده شوگرددی شوگر مامی بیشتر شده
fa_1529|می‌توانید لطفا در فرودگاه توقف کنید ؟
fa_1530|ازتون می‌خوام که اگه شما هم منو می‌پسندین و بهم علاقه دارین بیشتر اشنا بشیم
fa_1531|ازجمله ادعاهایی
fa_1532|می‌توانید موضوع و زبان را انتخاب کنید
fa_1533|میتوانید هیچ اردوگاه خوبی توصیه کنید ؟
fa_1534|شاید وقتش رسیده که عبارت « کارکنان دانش محور » را بازنشسته کرده
fa_1535|از چه تاریخی ؟
fa_1536|از چه داروهایی استفاده می‌کنید ؟
fa_1537|پرستار بدون دستکش و ماسک تو بخش داره اسفند دود میکنه
fa_1538|می‌توانید یک جعبه کادو به من بدهید ؟
fa_1539|شب درب جلو را قفل می‌کنید ؟
fa_1540|شب فقط کسایی زنده موندن که زخمی شدن و برشون گردوندن عقب
fa_1541|از حیث تاثیر و تاثر در مکاتب ادبی و حوزه‌های هنری می‌پردازد
fa_1542|پرنده‌های قفسی عادت دارن به بی کسی
fa_1543|پرهای تو از بس زیباست مردم برای نشانی در میان قرآن می‌گذارند
fa_1544|پرواز رم چه موقع است ؟
fa_1545|از خروجی پنجم خارج شوید
fa_1546|از خروجی چهارم خارج شوید
fa_1547|از خودکار بودن روند برگزاری پس از مشخص شدن مکان بارگزاری می‌کاهد
fa_1548|از خونه راس سر درآوردم
fa_1549|می‌توانیم در فرودگاه کمی خرید انجام دهیم ؟
fa_1550|شرکت‌ها و استارت‌آپ‌های داخلی نیز قدم در این راه گذاشته‌اند
fa_1551|شرکت‌های دوستیابی سیاست‌های خود را در سطح جهانی تغییر داده‌اند
fa_1552|پژمان بیست و چند ساله با دوچرخه وارد می‌شود
fa_1553|پژوژید
fa_1554|پژوهش ادبیات تطبیقی به مفهوم عام آن
fa_1555|پس از ۱۹۹۱ که اتحاد جماهیر شوروی فروپاشید
fa_1556|پس از امتیازتان برای ایجاد تغییر استفاده کنید
fa_1557|پس از پایان کار باید از فیکساتیو استفاده کرد
fa_1558|از رفتار دیگری که فجیعانه نامناسب با محیط کار است
fa_1559|از رو پشت بومم بیا پایین
fa_1560|پس از گزینش لینوکس به عنوان کرنل آیندهٔ سیستم‌عامل گنو .
fa_1561|میتونی یک فروشگاه به من نشون بدی ؟
fa_1562|پس از ملاقات با رئیس جمهور و بطور کامل هرچه را از آن ملاقات بیاد می‌آورد ، یادداشت می‌کرد
fa_1563|از سال ۱۸۸۰ آغاز شد
fa_1564|میخام ولی بعد از ظهرها
fa_1565|پس اگر بی‌ادبی اینقدر هزینه‌های گزاف دارد ، چرا همچنان اینقدر زیاد شاهد آن هستیم ؟
fa_1566|از سمت چپ خارج شوید
fa_1567|شصت و یک ، شصت و دو ، شصت و سه .
fa_1568|شطرنج بازی کردن را دوست دارم .
fa_1569|پس این همان جهان متداول فعلی است
fa_1570|پس بدون کافئین می‌خورم
fa_1571|از صبر شما متشکرم .
fa_1572|شغل شما چیست ؟
fa_1573|پست اینستاگرامی سوشا مکانی که بعد از دقایقی پاکش کرد
fa_1574|از طرف شخصی که نیاز دارد شما بی عیب و نقص باشید
fa_1575|از طریق صاحب شدن مدیریت موسسات تجاری است تا تغییر ایجاد کنند
fa_1576|شکستگی مچ دست از شایع‌ترین نوع شکستگی می‌باشد
fa_1577|پس چرا حس خیلی خوبی داره
fa_1578|برای تغییر این سناریو چه باید کرد ،
fa_1579|پس چی شده ؟
fa_1580|میخوام مدلهاى مختلف فروش ماشین در ممالک آزاد رو براى اونایی که نمیدونن توضیح بدم
fa_1581|می‌خواهم از این شهر سوغاتی ببرم .
fa_1582|‏پسر ⁧توتی ⁩دیشب تو بازی رم توپ جمع کن بوده
fa_1583|شما باید از جاده فیروزکوه به قائمشهر بروید
fa_1584|شما باید جریمه بپردازید .
fa_1585|از کدام جهت باید بروم ؟
fa_1586|می‌خواهم بزرگ‌ترین گوشت گاوی که می‌توانم را بخورم
fa_1587|پسرم مسیحا رنگ‌های مختلف لباس دارد
fa_1588|پسر من اینهمه زجر تحمل کرد که عوض نشه ، نه خودش نه چیزای دیگه .
fa_1589|از گیر دزد درآمده گیر رمال افتاده
fa_1590|پسری که الان ۴۵ سال داره اما بابزرگتر شدن سنش معرفتش زیاد نشده
fa_1591|از مترو عابرپیاده استفاده کنید .
fa_1592|از مردی تا نامردی یک قدم است
fa_1593|شمارش معکوس برای رفتن توی خاک
fa_1594|پس فردا داداش جان هم عقد میکنه
fa_1595|می‌خواهم ده پوند در آن بگذارم .
fa_1596|از مشارکت شما سپاسگزاریم
fa_1597|می‌خواهم سفیر مکزیک را ببینم .
fa_1598|پس مثل ویولن باهاشون بازی کردم
fa_1599|شماری از تحقیقات اروپایی انجام شده که نشان می‌دهد
fa_1600|شماری از شاهزادگان سعودی به گرفتن عکس‌های یادگاری با شاهزاده احمد پرداختند
fa_1601|از میان این سه ، لاویتمن هنوز زنده است
fa_1602|پس نباید بهش حرفی بزنی
fa_1603|می‌خواهم مقداری اشیاء با ارزش در صندوق امانات بگذارم .
fa_1604|می‌خواهم وقتی بزرگ شدی مانند این مداد شوی
fa_1605|پل به جنگ آرژانتین رفت
fa_1606|از همه‌ی راه‌های دیگه
fa_1607|پلتفرم پی‌سی
fa_1608|پل چوبی
fa_1609|از هیچ چیزی بیشتر از یک دروغگو متنفر نیستم .
fa_1610|پلیس غنا را وادار کرد با جرثقیل بیایند و تهدید به سوار شدن در کشتی را کنند
fa_1611|از وقتی که فقط پنج سالت بود وضع همین بود
fa_1612|از وی خواسته برای جلوگیری از چنین فن‌آوری‌هایی در وب تلاش کند
fa_1613|شما واقعا خوش قیافه هستید .
fa_1614|از یک گل بهار نمیشه
fa_1615|پنجاه و هفتیا اسبن ، خوش اندام ، با حال ، خون گرم ، خوش پوش
fa_1616|می‌خواهید پیغام بگذارید ؟
fa_1617|پنج برابر بیشتر احتمال اشتباه کردن در اطلاعاتی که درست روبه‌روی آنها روی صفحه کامپیوتر بود داشتند
fa_1618|پنج دقیقه به دو .
fa_1619|اسب پیشکشی رو دندوناشو نمیشمرند
fa_1620|شنوندگان عزیز صدای منو میشنوید از کالیفرنیا آمریکا
fa_1621|پنجشنبه شب ، ۵ تا بلیط
fa_1622|پهلوی خاله ریچل میزارم
fa_1623|می‌خواهی یک فیلم نگاه کنی ؟
fa_1624|می‌خوای بهش بگی پسرت غواص بوده ولی زنده زنده توی خاک غرق شده ؟
fa_1625|استخدام کرد
fa_1626|شواهدی که تاریخ دارد می‌آورند ، ولی چندان مرتبط نیستند ، چندان بدرد نمی‌خورند
fa_1627|شوهرجان : تو نیای‌ها ، مینا مرد ( پرندمون )
fa_1628|استروژن آزاد می‌شود و شروع به ساخت آستر رحم می‌کند
fa_1629|شوهرجان داشت بهش میگفت هانی خوشگله و کلی نازشو میکشید :
fa_1630|پیامبری که نشانه‌ها به او الهام می‌شود و میتواند آنها را
fa_1631|پیدات کردم عاصف جون نترس
fa_1632|شوهرم گفت پس باقیمت پایین بدین به ما ، قبول نکرد و باز بی خانمان شدیم
fa_1633|شیر داغ و عسل با تخم مرغ پخته برای صبحانه‌اش بود
fa_1634|استیو گفت اطلاعات در جدول درست روبه‌رویشان بود ، اما به نحوی هیچکس در تیم متوجه آن نشد
fa_1635|اسحاق
fa_1636|شیر نارگیل را اضافه کنید تا بجوشد
fa_1637|میدونی آدم کی قد میکشه ؟
fa_1638|پیش بینی وضع هوا چیست ؟
fa_1639|پیش خدمتی که لخت شد
fa_1640|پیشرفت رپ فارسی گیر همین موضوعه .
fa_1641|صاحب جون خیلی خوشحال میشه
fa_1642|پیشوایان این مکتب نامیدند
fa_1643|میدونی دیگه چی بامزست ؟
fa_1644|پیوسته به یکدیگر و به همه مردم نیکویی کنید
fa_1645|صبح بیدار شدم ، با تصویر فوتبالی که که تو ذهنم بود و ده یازده ساعت بعد باید انجام میشد
fa_1646|میریم یه جا استخدام میشیم که کمک کنیم یه نفر دیگه رویاهاشو دنبال کنه
fa_1647|تا این مرد با این هیبتش رئیس این قلمروه من چیکاره‌ام ؟
fa_1648|اسمش میثم پشت بتونه ایه
fa_1649|اسمونم که میدیدی یه عالمه بالن ارزوها داشت که خیلی از زمین فاصله گرفته بودن و حرکت میکردن
fa_1650|صحفه نمایش خراب است .
fa_1651|میشه زیپ منو بدی بالا ؟
fa_1652|میشه شریک رقص من باشی ؟
fa_1653|تا توجهش به من جلب بشه
fa_1654|صدای ترقه هم میومد و هر دفه که ترقه میزدن چرت سگشون رو پاره میکرد و از خواب میپرید
fa_1655|اشجان
fa_1656|تاجیکستان
fa_1657|تا چه عمقی می‌توانم با استفاده از این لباس غواصی بروم ؟
fa_1658|صدای زنگ در او را به خود می‌اورد
fa_1659|اشعار و خطابه‌های شان را با یونانی‌ها مقایسه می‌کردند
fa_1660|میشونم چی میگی .
fa_1661|اشکالی ندارد اگر از این لیست کپی بگیرم ؟
fa_1662|صدای گرفته و زخمتی به گوش می‌رسد
fa_1663|تا خونه رو از چنگتون در نیاره ول کن نیست
fa_1664|اصلاح و زدن موهای آن فوایدی دارد
fa_1665|میگن جنازه پسرش پیدا شده همه‌ی اهل محل میرن برای تسلیت شما نمییاین ؟
fa_1666|تا زانو برف بود
fa_1667|میگن حس شما بعد از مهاجرت سه فاز اصلی داره
fa_1668|تا زمانی که سعی کردم جلوی او بایستم
fa_1669|تازه بن هم گفت منو ببر
fa_1670|می‌گویم قصد ندارم بهش ذهنیت بدهم
fa_1671|اصولا تطبیق و مقایسه یکی از منابع معرفت بشری است
fa_1672|صنعت چاپ دسترسی به کتاب را بسیار آسان و ارزان کرد .
fa_1673|مینا زنت ، حالش خوبه ؟
fa_1674|ضروریات پذیرش چیست ؟
fa_1675|ضعیف شد
fa_1676|ضمن مطالعه این جوانب هم در دادگاه و هم در قالب پژوهش مجموعه
fa_1677|نادر بلند می‌خندد و سوار بر دوچرخه از صحنه خارج می‌شود
fa_1678|طاووسی در دشت پرهای خود را می‌کند و دور می‌ریخت
fa_1679|تا نصف صندوق عقب جمع شده
fa_1680|اعصابم داغونه وینستون لایتم کو ؟
fa_1681|‏طرف پیچ اینستاگرامش ٢٤ هزار فالوعر داره بعد زده پرایویت !
fa_1682|طرف شیرین عقله میگه حقوق بشر ایران !
fa_1683|تایگر وودز
fa_1684|تایگر وودز گلف باز آمریکایی است
fa_1685|تا یه سال جنگ و دعوا داشتیم
fa_1686|طلاق یک حرف دو قسمتی
fa_1687|افراد زیادی در جهان از این چارچوب استفاده کرده و توسعه‌اش می‌دهند
fa_1688|نان سفید ، لطفا .
fa_1689|افرادی چون رضا مافی فرامرز پیلارام و منصوره حسینی
fa_1690|افرادی که دوجنسه هستند ، اقلیت‌های نژادی و قومی ، کل افراد خاص به لحاظ جنسی
fa_1691|تجمع آدمایی که ازشغلشون متنفرن امابهش مجبور ومحکوم !
fa_1692|تحقیقات بسیاری در حال انجام است
fa_1693|تحقیقات نشان می‌دهد که
fa_1694|عادت بدی که کمتر اکسیژن مصرف کنن ، میتونی نفست رو بیشتر حبس کنی
fa_1695|عاشق که باشی با کمترین امکانات هم میتونی عشقت ثابت کنی
fa_1696|عاصف قدشون بلنده ؟
fa_1697|عاصف کوچول موچولو
fa_1698|عاصف گوگول مگولی
fa_1699|نجابت و شرافتش زبون زد خاص و عامه .
fa_1700|« افسانه مرد ختنه نشده »
fa_1701|عاقبت کسانی‌که با قتل و غارت زندگی می‌کنند ، مرگ و نابودی است
fa_1702|ترامپ به مناسبت بازگشت تحریم‌های ایران ، این عکس را منتشر کرد
fa_1703|‏ترامپ گفته بن سلمان بیشتر از من از جنایت نفرت دارد
fa_1704|نخستین ارائه‌دهنده ، آمادهٔ پاسخ‌گویی به پرسش‌ها و نکات مخاطبان است .
fa_1705|عباس جهانگرد دوباره عازم سفر می‌شود
fa_1706|نداشتن تجربهٔ عمومی مبارزه‌های دیگران علیه این ابزارها
fa_1707|نذار زنده زنده کباب شیم
fa_1708|نرخ خودرو هم با دلار سقوط کرد !
fa_1709|نرخ سود این حساب چند است ؟
fa_1710|عجیبه اینروزا همه فوق تخصصشون تو نمک نشناسیه
fa_1711|اقیانوس خوشحال
fa_1712|نزدیک‌ترین پمپ بنزین کجاست ؟
fa_1713|تست بازیگریت که فرداست
fa_1714|نزدیکترین سرویس خشکشویی کجاست ؟
fa_1715|تشخیص چیست ؟
fa_1716|نزدیک جلو .
fa_1717|اکنون شواهد کافی هست که نشان دهد ارتباط روشنی بین عملکرد عاطفی و عملکرد مالی وجود دارد
fa_1718|اکنون صاحب بزرگترین جمعیت خیریه شهرمان است
fa_1719|اکنون ، فکر می‌کنم وقت آن است که یک قدم به عقب برگردیم
fa_1720|تصمیم گرفتم ویرایش نقشه را به صورت جدی‌تری پی بگیرم
fa_1721|اکنون نیاز داریم مردان شجاع باشند و بخشی از این تغییر باشند
fa_1722|عشق توئه عاشق کش شیرین زبانم
fa_1723|تصور کن اگه حتی تصور کردنش سخته
fa_1724|‏تصویری از تنها گلی که پرسپولیس در فینال آسیا زد
fa_1725|اگر با همین روند ادامه دهیم مثل امروز ، می‌توانیم برخی از اهداف توسعه پایدار را محقق کنیم
fa_1726|‏تعجب می‌کنم با این همه خلاقیت امریکا ما را از تحریم می‌ترسونه
fa_1727|‏اگر به این نسخه عمل کنید ظرف ۱۴ روز معالجه میشوید
fa_1728|اگر بیل زنی باغچه خودت رابیل بزن
fa_1729|نصف شرکت‌کنندگان لیستی دریافت کردند که ۱۵ لغت برای شروع بی‌ادبی داشت
fa_1730|تعصبات و سو‌گیری‌های بی‌شماری در ادبیات علمی پزشکی دیده می‌شه
fa_1731|نظر بسیارى از هنرمندان نقاش را به خود جلب نمود
fa_1732|عکساش همه هشتگ لاکچری تهرانه
fa_1733|عکس چپ ، اولین مصاحبه‌ش بعد خروج از ایران
fa_1734|اگر سریعتر حرکت کنیم بر اساس رشد اقتصادی
fa_1735|اگر شک دارید به یک نفر عکس دوچرخه را بفرستید و نظر بخواهید .
fa_1736|تغییر ایدئولوژی یا تغییر شرایط فعال یا انگلیسی آن ، اکتیو مژر می‌شد
fa_1737|نفس کشیدن خانم تمام سلول‌های بدن به اکسیژن نیاز دارن برای زنده موندن
fa_1738|تفلیس
fa_1739|نقاط قوت و ضعف شما چیست ؟
fa_1740|عموم جمعیت در خطر جدی نیستند
fa_1741|تقریبا صدو پنجاه گز دورتر از جاده
fa_1742|تقریبا صدو پنجاه گز دورتر از جاده .
fa_1743|اگر واقعا مسلح به این منوتوکسین مخفی بودیم
fa_1744|تقریبا هر منطقه‌ای از جهان نوشیدنی تخمیر شده خود را داشت
fa_1745|اگه الان بود اون چهل نفر شیش صدتا شکایت ازت می‌کردن مامان .
fa_1746|عید فطر بود و برای ظهر یکم از ویژه برنامه‌ی ماه عسل رو دیدم
fa_1747|اگه باور نمی‌کنید از پنجره بیرون رو نگاه کنید .
fa_1748|اگه بخای رقص فوکس تروت یا تانگو تمرین کنی
fa_1749|غذا و نوشیدنی رو میزه
fa_1750|تکنولوژی بالا در کنار روابط نزدیک با مشتری
fa_1751|نگو خداحافظ عزیزم که میخوام سکته کنم
fa_1752|اگه خبری نیست پس چرا داری خودتو خفه می‌کنی ؟
fa_1753|اگه خوشت نمیاد درس بخونی و بیای سرکلاس خب بشین تو خونه‌ت
fa_1754|غلغله بود ، انگار کل خیابون عروسی بود
fa_1755|اگه طبق قانون پیش بریم
fa_1756|فائق آمد
fa_1757|تماشای برنامه‌های تلویزیونی بصورت آنلاین
fa_1758|اگه قرار بود غریزه عادی بشه چرا زن برای شوهرش عادی نمیشه ؟
fa_1759|نمی‌توانم بگویم با نظر شما موافق هستم .
fa_1760|فاکتورهای بسیاری در بهتر بودن و بدتر بودن یک سیستم عامل مهمند .
fa_1761|الآن دکتر آماده است شما را ببیند .
fa_1762|فردا ساعت ۲ بعدازظهر نمی‌توانم برسم .
fa_1763|تنگ شد عالم بر او از بهر گاو
fa_1764|فرد پرسشگر ، از لینوکس به جای کرنل مطرح وقت گنو استفاده می‌کرده است .
fa_1765|نمی‌خواهم اتاق در حال حاضر تمیز شود .
fa_1766|الان دو تا نصف روز تو هفته کلاس دارم ، اونم یه هفته درمیون نمی‌رم
fa_1767|تنها با رد شدن از کنار گلها پژمرده‌شان می‌کنیم
